course_slug,policy_type,policy_summary,source_text,days_before_open,open_weekday,open_time,monthly_open_day,monthly_offset_months,rule_interpretation,manual_open_datetime,is_active,note
jb-course-30bf2f77,days_before,,,,,,,,,,true,
jb-clubd-9a21ebf2,days_before,,,,,,,,,,true,
jb-course-46306884,days_before,,,,,,,,,,true,
jb-and-46c270e7,days_before,,,,,,,,,,true,
jb-course-537207f9,days_before,,,,,,,,,,true,
jb-course-7723e606,days_before,,,,,,,,,,true,
jb-course-2c2622d8,days_before,,,,,,,,,,true,
jb-course-9ecef69a,days_before,,,,,,,,,,true,
jb-course-88734f77,days_before,,,,,,,,,,true,
jb-course-6aff61de,days_before,,,,,,,,,,true,
jb-okcc-c3915bac,days_before,,,,,,,,,,true,
jb-course-831b8ac6,days_before,,,,,,,,,,true,
jb-course-d2195764,days_before,,,,,,,,,,true,
jb-course-4ef7415e,days_before,,,,,,,,,,true,
jb-course-0430266b,days_before,,,,,,,,,,true,
jb-course-0d8b0623,days_before,,,,,,,,,,true,
jb-course-20ef661a,days_before,,,,,,,,,,true,
jb-course-ae8048e1,days_before,,,,,,,,,,true,
jb-course-a9da744b,days_before,,,,,,,,,,true,
jb-course-0be0e149,days_before,,,,,,,,,,true,
jb-course-f324085d,days_before,,,,,,,,,,true,
jb-course-763d9a1a,days_before,,,,,,,,,,true,
jn-and-07543a3a,days_before,,,,,,,,,,true,
jn-course-d1cb7309,days_before,,,,,,,,,,true,
jn-course-79fd4827,days_before,,,,,,,,,,true,
jn-course-64d4c20c,days_before,,,,,,,,,,true,
jn-course-2fd094cd,days_before,,,,,,,,,,true,
jn-course-2351a44a,days_before,,,,,,,,,,true,
jn-course-1aa97daf,days_before,,,,,,,,,,true,
jn-course-f29c3688,days_before,,,,,,,,,,true,
jn-course-ecd5edbb,days_before,,,,,,,,,,true,
jn-course-52a41abe,days_before,,,,,,,,,,true,
jn-course-923b8177,days_before,,,,,,,,,,true,
jn-course-ca9550d0,days_before,,,,,,,,,,true,
jn-course-d62c065a,days_before,,,,,,,,,,true,
jn-course-21f7987b,days_before,,,,,,,,,,true,
jn-course-df0ee7a8,days_before,,,,,,,,,,true,
jn-course-808bbab3,days_before,,,,,,,,,,true,
jn-course-ab26b7b0,days_before,,,,,,,,,,true,
jn-course-47956ef6,days_before,,,,,,,,,,true,
jn-course-103ae246,days_before,,,,,,,,,,true,
jn-course-be4146f6,days_before,,,,,,,,,,true,
jn-course-59ed89d9,days_before,,,,,,,,,,true,
jn-course-47115664,days_before,,,,,,,,,,true,
jn-course-292ec24e,days_before,,,,,,,,,,true,
jn-course-f5dd3df2,days_before,,,,,,,,,,true,
jn-jnj-36a59994,days_before,,,,,,,,,,true,
jn-course-3646db4d,days_before,,,,,,,,,,true,
jn-course-74137a01,days_before,,,,,,,,,,true,
jn-course-89579e66,days_before,,,,,,,,,,true,
jn-course-3dc24e76,days_before,,,,,,,,,,true,
jn-course-f1afee76,days_before,,,,,,,,,,true,
jn-course-f786dacd,days_before,,,,,,,,,,true,
jn-course-56fd6154,days_before,,,,,,,,,,true,
jn-course-636ade63,days_before,,,,,,,,,,true,
jn-course-7832a9b7,days_before,,,,,,,,,,true,
jn-course-5316ecc1,days_before,,,,,,,,,,true,
jn-course-711cbd5b,days_before,,,,,,,,,,true,
jn-course-16f5e1d2,days_before,,,,,,,,,,true,
jn-course-c38bfab2,days_before,,,,,,,,,,true,
jn-course-3d9e97ef,days_before,,,,,,,,,,true,
jj-course-b04bc897,days_before,,,,,,,,,,true,
jj-course-3d9055cf,days_before,,,,,,,,,,true,
jj-course-1485c0ba,days_before,,,,,,,,,,true,
jj-course-8e36ad97,days_before,,,,,,,,,,true,
jj-course-33ec2855,days_before,,,,,,,,,,true,
jj-course-e8d7928e,days_before,,,,,,,,,,true,
jj-course-47c2418b,days_before,,,,,,,,,,true,
jj-sk-d8cbf28a,days_before,,,,,,,,,,true,
jj-course-59d259ef,days_before,,,,,,,,,,true,
jj-course-5964f97c,days_before,,,,,,,,,,true,
jj-course-a3fc8467,days_before,,,,,,,,,,true,
jj-course-b468e6fc,days_before,,,,,,,,,,true,
jj-course-ecdcd433,days_before,,,,,,,,,,true,
jj-course-e4ff45d1,days_before,,,,,,,,,,true,
jj-course-78a4ff34,days_before,,,,,,,,,,true,
jj-course-aa005659,days_before,,,,,,,,,,true,
jj-c-c-0111e1d4,days_before,,,,,,,,,,true,
jj-course-c54bbfa4,days_before,,,,,,,,,,true,
jj-course-ad7cd8fa,days_before,,,,,,,,,,true,
jj-course-49f66eaf,days_before,,,,,,,,,,true,
jj-course-f679c2bb,days_before,,,,,,,,,,true,
jj-course-f4b0dfd6,days_before,,,,,,,,,,true,
jj-course-c9ea5b65,days_before,,,,,,,,,,true,
jj-course-de2a2507,days_before,,,,,,,,,,true,
jj-course-f56a5822,days_before,,,,,,,,,,true,
jj-course-34870e8b,days_before,,,,,,,,,,true,
jj-course-ce59014b,days_before,,,,,,,,,,true,
jj-course-13f087b1,days_before,,,,,,,,,,true,
jj-course-54848b16,days_before,,,,,,,,,,true,
