course_slug,policy_type,policy_summary,source_text,days_before_open,open_weekday,open_time,monthly_open_day,monthly_offset_months,rule_interpretation,manual_open_datetime,is_active,note
gg-course-7baa85f8,days_before,,,,,,,,,,true,
gg-w-071dd926,days_before,,,,,,,,,,true,
gg-course-5eb00f04,days_before,,,,,,,,,,true,
gg-course-31ecfadb,days_before,,,,,,,,,,true,
gg-course-b2b67cda,days_before,,,,,,,,,,true,
gg-c-c-fc767035,days_before,,,,,,,,,,true,
gg-course-7e2ef043,days_before,,,,,,,,,,true,
gg-course-c6703db8,days_before,,,,,,,,,,true,
gg-course-66b37b7a,days_before,,,,,,,,,,true,
gg-course-126589dc,days_before,,,,,,,,,,true,
gg-course-531c2d23,days_before,,,,,,,,,,true,
gg-course-32e46a29,days_before,,,,,,,,,,true,
gg-c-c-91b935b7,days_before,,,,,,,,,,true,
gg-course-396f6274,days_before,,,,,,,,,,true,
gg-course-0dc6989a,days_before,,,,,,,,,,true,
gg-course-f185460b,days_before,,,,,,,,,,true,
gg-course-9f15e734,days_before,,,,,,,,,,true,
gg-tpc-db0dca7c,days_before,,,,,,,,,,true,
gg-course-92986cfc,days_before,,,,,,,,,,true,
gg-course-b82c826d,days_before,,,,,,,,,,true,
gg-course-d7292b00,days_before,,,,,,,,,,true,
gg-course-5f35c95f,days_before,,,,,,,,,,true,
gg-course-30e7cda2,days_before,,,,,,,,,,true,
gg-course-ecc89fe9,days_before,,,,,,,,,,true,
gg-course-2d4b149e,days_before,,,,,,,,,,true,
gg-course-da069838,days_before,,,,,,,,,,true,
gg-course-702a4485,days_before,,,,,,,,,,true,
gg-course-bdde401e,days_before,,,,,,,,,,true,
gg-course-9cf6479b,days_before,,,,,,,,,,true,
gg-course-1055a289,days_before,,,,,,,,,,true,
gg-course-e7c03871,days_before,,,,,,,,,,true,
gg-course-82e33b0c,days_before,,,,,,,,,,true,
gg-360-f41eee2b,days_before,,,,,,,,,,true,
gg-course-5aa1a2f2,days_before,,,,,,,,,,true,
gg-course-b7a519aa,days_before,,,,,,,,,,true,
gg-route-52cc-aff1b2f3,days_before,,,,,,,,,,true,
gg-course-b7bf573c,days_before,,,,,,,,,,true,
gg-g-c-0c45ea2e,days_before,,,,,,,,,,true,
gg-g-c-aecb7536,days_before,,,,,,,,,,true,
gg-g-c-a20c194a,days_before,,,,,,,,,,true,
gg-g-c-a864d43d,days_before,,,,,,,,,,true,
gg-course-8d2a1d6d,days_before,,,,,,,,,,true,
gg-g-c-4067553c,days_before,,,,,,,,,,true,
gg-c-c-3adf4b0f,days_before,,,,,,,,,,true,
gg-c-c-85103eeb,days_before,,,,,,,,,,true,
gg-c-c-f74f8ef0,days_before,,,,,,,,,,true,
gg-course-a84b33e0,days_before,,,,,,,,,,true,
bs-course-57c3d73d,days_before,,,,,,,,,,true,
bs-course-f362f960,days_before,,,,,,,,,,true,
bs-course-21292077,days_before,,,,,,,,,,true,
bs-course-d73c59e3,days_before,,,,,,,,,,true,
bs-course-c9b4dcd8,days_before,,,,,,,,,,true,
bs-course-2fde7740,days_before,,,,,,,,,,true,
bs-course-3c2dd7f9,days_before,,,,,,,,,,true,
bs-course-a8438795,days_before,,,,,,,,,,true,
bs-course-574680ff,days_before,,,,,,,,,,true,
bs-course-89c95c8c,days_before,,,,,,,,,,true,
se-27-d06cb039,days_before,,,,,,,,,,true,
dg-course-c9d51274,days_before,,,,,,,,,,true,
dg-course-d570a5d6,days_before,,,,,,,,,,true,
ic-course-2e3bf565,days_before,,,,,,,,,,true,
ic-course-baf6040a,days_before,,,,,,,,,,true,
ic-course-a06727ab,days_before,,,,,,,,,,true,
ic-course-6fb42945,days_before,,,,,,,,,,true,
ic-sky72-a7b8345f,days_before,,,,,,,,,,true,
ic-sky72-20601450,days_before,,,,,,,,,,true,
ic-course-27846117,days_before,,,,,,,,,,true,
ic-course-14f05c09,days_before,,,,,,,,,,true,
ic-course-1bdab533,days_before,,,,,,,,,,true,
ic-course-58550420,days_before,,,,,,,,,,true,
ic-course-2decccc0,days_before,,,,,,,,,,true,
ic-course-d59ea723,days_before,,,,,,,,,,true,
gj-course-11a2741c,days_before,,,,,,,,,,true,
gj-course-32c74e43,days_before,,,,,,,,,,true,
gj-course-878dc837,days_before,,,,,,,,,,true,
dj-course-dedff0ef,days_before,,,,,,,,,,true,
dj-course-c026817e,days_before,,,,,,,,,,true,
dj-course-d10f01aa,days_before,,,,,,,,,,true,
us-course-d5241bac,days_before,,,,,,,,,,true,
us-course-a4b4054c,days_before,,,,,,,,,,true,
us-course-32516843,days_before,,,,,,,,,,true,
us-course-c9997275,days_before,,,,,,,,,,true,
us-course-94f8dfaf,days_before,,,,,,,,,,true,
sj-course-7714e726,days_before,,,,,,,,,,true,
sj-course-887b1c73,days_before,,,,,,,,,,true,
sj-and-ea8495eb,days_before,,,,,,,,,,true,
gw-course-ed7989cc,days_before,,,,,,,,,,true,
gw-course-4c240930,days_before,,,,,,,,,,true,
gw-course-734ce05b,days_before,,,,,,,,,,true,
gw-course-df319c4c,days_before,,,,,,,,,,true,
gw-course-ab3d6175,days_before,,,,,,,,,,true,
gw-course-f350042a,days_before,,,,,,,,,,true,
gw-course-1f8bfd87,days_before,,,,,,,,,,true,
gw-course-8bdc4e97,days_before,,,,,,,,,,true,
gw-course-98fd502e,days_before,,,,,,,,,,true,
gw-course-cdb3adbc,days_before,,,,,,,,,,true,
gw-course-779ff1c6,days_before,,,,,,,,,,true,
gw-course-dd0344dc,days_before,,,,,,,,,,true,
gw-course-3eec0c7d,days_before,,,,,,,,,,true,
gw-oak-hills-b0d3a918,days_before,,,,,,,,,,true,
