course_slug,policy_type,source_type,source_url,source_title,captured_text,is_current,note
jb-course-30bf2f77,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 웅포컨트리클럽 / 전라북도 익산시 웅포면 강변로 130 / 대중제,true,full_safe_batch_5
jb-clubd-9a21ebf2,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / CLUBD 금강 / 전라북도 익산시 웅포면 강변로 130 / 대중제,true,full_safe_batch_5
jb-course-46306884,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 태인CC / 전라북도 정읍시 태인면 상증길 28 / 대중제,true,full_safe_batch_5
jb-and-46c270e7,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 내장산골프&리조트 / 전라북도 정읍시 첨단과학로 476 / 대중제,true,full_safe_batch_5
jb-course-537207f9,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 남원상록골프장 / 전라북도 남원시 대산면 월계길 11 / 대중제,true,full_safe_batch_5
jb-course-7723e606,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 골프존 카운티 드래곤 / 전라북도 남원시 대산면 대사로 498 / 대중제,true,full_safe_batch_5
jb-course-2c2622d8,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 아네스빌CC / 전라북도 김제시 황산면 높은메길 160-39 / 대중제,true,full_safe_batch_5
jb-course-9ecef69a,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 에스페란사GC / 전라북도 김제시 금구면 낙산로 120 / 대중제,true,full_safe_batch_5
jb-course-88734f77,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 김제스파힐스CC / 전라북도 김제시 온천길 37 / 대중제,true,full_safe_batch_5
jb-course-6aff61de,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 더나인골프클럽 / 전라북도 김제시 금구면 대화1길 8-75 / 대중제,true,full_safe_batch_5
jb-okcc-c3915bac,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / OKCC / 전라북도 완주군 소양면 화심리 300 / 대중제,true,full_safe_batch_5
jb-course-831b8ac6,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 케이밸리컨트리클럽 / 전라북도 완주군 운주면 산북리 65-4 / 대중제,true,full_safe_batch_5
jb-course-d2195764,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 써미트CC / 전라북도 진안군 부귀면 부귀로 72-161 / 대중제,true,full_safe_batch_5
jb-course-4ef7415e,days_before,manual,https://api.odcloud.kr/api/15118920/v1/uddi:0e5b12d2-1cc8-4caf-ba96-c2c7d1ef8d83,문화체육관광부 전국 골프장 현황 (batch import),batch import / 무주덕유산CC / 전라북도 무주군 설천면 만선로 185 / 회원제,true,full_safe_batch_5
